sentence,mdd,t_depth,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD,stopwords,result
ריכזנו מידע שימושי כדי שלתוכלו להתאקלם במהירות.,4.54,10,6,7,40,5.714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0
עובדים זרים זכאים לתנאי העבודה הבסיסיים שלהם זכאים עובדים ישראלים.,6.58,13,9,10,56,5.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,2,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
המידע בדף זה מתמקד בזכויות המיוחדות של העובדים הזרים בישראל.,9.05,19,9,10,50,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,6,12,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0
מידע נוסף תוכלו למצוא בקישורים הבאים.,4.77,10,5,6,31,5.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
אסור למעסיק להחזיק את דרכון העובד בניגוד לרצונו. ,4.81,11,7,8,40,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,4,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,1,0
יחסי עבודה בישראל חלים גם העסקת עובדים זרים. ,4.14,7,7,8,36,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,2,2,4,0,2,0,0,0,0,0,0,0,0,0,1,0
את ההסכם יש לערוך בעברית ובשפת העובד ולמסור לו העתק.,9.05,16,9,10,42,4.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,4,6,4,0,0,2,0,0,0,2,0,0,0,2,0,0,2,3,0
"הכללים לעניין שכר עבודה החלים על עובדים ישראלים, חלים גם לגבי עובדים זרים.",8.11,15,12,13,60,4.615,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,0,2,0,4,0,2,0,2,0,0,0,2,0,4,0,0,0,2,1
הוראות אלו חלות גם על העובדים הזרים המועסקים באותם ענפי משק.,6.92,14,10,11,49,4.455,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,4,0,4,0,0,0,2,0,0,0,2,2,2,0,2,0,3,0
"עובדים זרים, ככל עובד אחר, רשאים לפנות למעסיק בבקשה לסיים את עבודתם.",8.78,17,11,12,54,4.5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,0
"ככל עובד בישראל, גם עובדים זרים המבקשים להפסיק את עבודתם, נדרשים למסור למעסיק הודעה מוקדמת.",10.57,19,14,15,74,4.933,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,2,2,0,4,0,2,0,2,2,2,0,2,0,0,0,0,0,2,1
העסקה של עובדי קבלן חייבת להיות באמצעות קבלני כוח אדם או קבלני שירות שקיבלו רישיון מתאים לכך.,9.86,20,16,17,76,4.471,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,4,2,0,0,0,8,0,0,2,0,0,2,2,2,0,0,2,4,1
"בחלק מהמקרים, התיווך יעשה באמצעות לשכה פרטית שתהיה אחראית גם למתן שירותים לעובד לאחר ההשמה.",11.93,24,14,15,75,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,4,8,6,0,0,0,2,0,2,0,0,0,2,0,4,0,0,0,2,1
"ככלל, עובדי קבלן זכאים לכל הזכויות שלהן זכאי כל עובד. ",9.35,16,9,10,42,4.2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,4,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,2,1
בשנים האחרונות חלו תמורות משמעותיות ביחסה של המדינה לעובדים הזרים השוהים בתחומה.,10.31,21,11,12,68,5.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,6,8,10,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
תמורות אלו השפיעו גם על היקף הזכויות המוקנות לעובד הזר במוסד לביטוח לאומי.,9.82,20,12,13,61,4.692,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,6,8,0,2,0,2,0,2,0,0,0,2,2,2,0,0,0,3,1
עובד זר הוא אדם שאינו אזרח ישראלי או תושב ישראל.,5.38,10,9,10,38,3.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,2,0
פטירה או מוות של אדם קרוב היא אירוע מטלטל שמחולל שבר אישי ומשפחתי. ,7.36,14,12,13,53,4.077,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,2,4,0,0,0,0,2,0,0,2,0,0,0,0,0,3,1
המוות הוא בלתי נמנע והוא יכול להגיע בפתאומיות או לאחר תהליך ארוך וממושך.,8.66,16,12,13,59,4.538,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2,2,4,2,0,0,0,0,2,0,0,0,2,2,0,0,2,3,0
"כאן תוכלו למצוא מידע עבור חולים וקרובי משפחה, שנמצאים בשלב ההערכות המקדימה לקראת סוף החיים.",10.13,22,14,15,75,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,4,2,4,0,6,0,2,0,0,0,4,0,4,0,0,2,1,1
כתיבת צוואה מגדירה מה ייעשה ברכושו של עורך הצוואה לאחר מותו. ,5.76,12,10,11,49,4.455,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,2,0,2,0,4,0,0,0,0,2,0,0,2,0,0,0,2,1
"בהיעדר צוואה תקפה, חלוקת הרכוש תיעשה על פי ברירת המחדל הקבועה בחוק.",9.5,19,11,12,54,4.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,4,8,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,1,1
לחולים הנמצאים בשלבים מתקדמים של מחלתם הטיפול התומך יכול להינתן במסגרת הוספיס.,10.59,21,11,12,66,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,6,10,0,4,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0
כל אדם הרוצה לבחור מראש את מקום קבורתו יכול לקנות חלקת קבר בעודו בחיים.,8.47,18,13,14,57,4.071,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,2,0,2,0,4,0,2,0,2,0,2,0,0,2,0,2,3,0
"בהרבה בתי קברות אפשר לרכוש חלקות קבר מראש, טרם הפטירה.",5.54,13,9,10,43,4.3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,2,0,0,0,4,0,4,0,0,0,0,0,0,2,0,2,0,1
מחירי הרכישה מפוקחים והם משתנים בין בתי קברות ובין סוגי הקבורה השונים.,8.27,17,11,12,58,4.833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,6,4,4,0,6,0,0,0,0,0,0,2,4,0,0,0,1,0
מידע נוסף על הנושא אפשר למצוא בפרק העוסק בקבורה.,7.17,15,8,9,39,4.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,6,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0
"אמבולנס המשאלות הוא מיזם נפלא של מגן דוד אדום, שממלא בקשות של אנשים המתמודדים עם מחלות סופניות.",9.45,20,16,17,77,4.529,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,2,0,4,2,6,0,0,0,0,0,4,0,2,0,0,0,4,1
למשאלה אחרונה יש כוח מיוחד והיא יכולה להיות מקור לנחמה ולשלווה. ,8.68,17,10,11,52,4.727,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,10,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0
הציפייה וההכנה לאירוע הן הזדמנות לצקת משמעות חדשה ותחושת התרגשות ושמחה.,9.7,18,10,11,60,5.455,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,4,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
"גם למי שמתמודד עם מחלה או מרותק למיטתו מגיע להגשים משאלה, ומימוש המשאלה מהווה ניצחון חשוב ומשמעותי, ונותן חיזוק ותמיכה למשפחה.",16.76,33,20,21,103,4.905,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,6,4,8,10,0,2,0,2,2,0,2,2,0,2,0,0,0,3,1
"השירות ניתן ללא תשלום, ללא הבדל דת, גזע ולאום.",6.04,12,8,9,35,3.889,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
ברחבי האינטרנט אפשר למצוא עוד עמותות וארגונים שכל מטרתם היא לסייע לחולים סופניים לקיים את משאלותיהם.,10.17,21,15,16,84,5.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,4,4,2,2,2,2,0,2,0,2,0,2,0,0,2,0,2,2,1
הירושה היא פעולה משפטית באמצעותה עובר רכושו של הנפטר ליורשיו. ,6.51,13,9,10,51,5.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"אם אתם זכאים לחלק בירושה של קרוב משפחה שהלך לעולמו, עליכם להגיש בקשה למתן צו ירושה.",10.75,22,15,16,66,4.125,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2,8,2,0,0,0,4,0,0,2,0,0,2,2,0,0,0,0,4,1
מצב החירום בו אנו נמצאים בימים אלו מתווסף לאתגרים עמם אתם מתמודדים כאפוטרופסים.,9.25,18,12,13,66,5.077,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,6,4,0,6,0,2,0,0,0,0,0,0,6,2,0,0,0,2,1
"מטבע הדברים, המצב המורכב מחייב היערכות.",6.72,10,5,6,32,5.333,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"עליכם לנקוט במירב אמצעי הזהירות, כדי שתוכלו להמשיך לטפל בעצמכם, בבני המשפחה, וכמובן באדם.",12.64,26,13,14,72,5.143,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,8,6,2,0,0,4,0,2,0,0,0,2,2,2,2,0,2,1,1
"כדי לתרום אברים לאחר המוות צריך לחתום על כרטיס אדי, או לקבל אישור של בני המשפחה הקרובים.",10.46,21,16,17,70,4.118,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,0,6,0,0,0,4,0,0,2,0,0,0,0,6,0,0,2,3,1
אדם  יכול לתרום את גופתו למדע ולצורכי מחקר ולימוד באוניברסיטה או בבית ספר לרפואה,11.05,23,13,14,66,4.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,10,4,4,0,0,4,0,0,2,2,0,0,0,0,0,0,2,3,1
בני המשפחה של הנפטר אינם רשאים לבטל את ההוראה שהשאיר.,6.91,13,9,10,43,4.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,6,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,2,0
הקבורה תתבצע במועד מאוחר יותר.,3.29,6,4,5,25,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
יחד עם האבל הכבד אנחנו מחויבים לקבל החלטות מעשיות.,5.63,10,8,9,41,4.556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,4,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,2,1
הודעת פטירה היא מסמך שמאשר את מותו של אדם והיא הכרחית כדי לקבל רישיון קבורה.,7.99,16,14,15,61,4.067,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,0,0,2,2,0,2,0,0,0,2,0,2,2,2,0,0,0,3,0
"ייתכן כי גם כוחות משטרה יזומנו למקום, בהתאם להחלטת הצוות הרפואי.",8.04,18,10,11,52,4.727,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,6,6,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,1
חשוב לשם לב להבדל בין הודעת פטירה לתעודת פטירה.,4.88,11,8,9,38,4.222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,2,1,0
יש לגשת עם המסמך לחברת הקבורה כדי לתאם את סידורי הקבורה ומועד הלוויה.,8.49,19,12,13,56,4.308,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,8,2,0,0,6,0,0,0,2,0,0,0,4,0,0,0,3,0
"השירות מאפשר לבן משפחה מקרבה ראשונה, להגיש בקשה לקבלת תעודת פטירה עבור מי שנפטר בארץ.",9.71,23,14,15,69,4.6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,6,4,0,2,0,6,0,2,0,0,2,2,0,4,0,0,0,1,1
מומלץ לברר מול כל גוף איזה מסמכים אפשר להגיש במקום תעודת פטירה.,5.4,12,11,12,51,4.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,4,0,4,3,0
את מועד הלוויה תקבע חברה קדישא בהתאם ללוח הזמנים שלה.,6.86,14,9,10,43,4.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,4,0,0,2,6,0,0,0,2,0,0,0,0,0,0,0,1,0
"המוסד לביטוח לאומי מממן את שירותי הקבורה עבור כל אדם שנפטר בישראל ונקבר בה, גם אם אינו אזרח ישראלי.",13.15,26,18,19,79,4.158,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,4,4,2,2,2,2,0,2,2,2,0,2,0,4,2,0,0,4,1
"משפחות רבות בוחרות לשלם לחברה קדישא או לחברת קבורה אזרחית תשלום נוסף, כדי להקבר במקום ובצורה שמתאימה לאמונתם ולתפיסותיהם.",13.58,28,18,19,101,5.316,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6,10,2,4,6,2,4,0,0,2,0,0,2,0,2,0,0,0,1,1
קבורה אזרחית אפשרית בבית עלמין אזרחי או בחלקה מיוחדת לקבורה אזרחית בבית עלמין יהודי.,8.2,16,13,14,70,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,8,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0
חשוב לוודא שיש בידי הגוף הקובר רישיון תקף לקבורה אזרחית באותו בית עלמין בו עומדת להתבצע הקבורה.,11,24,16,17,78,4.588,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,4,4,0,4,0,2,0,0,0,0,0,4,0,4,2,0,2,0,1
שירותי הקבורה לנפטרים בני העדות הלא יהודיות הם בסמכות אגף העדות הלא יהודיות במשרד הפנים.,12.2,25,14,15,73,4.867,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,6,14,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,1,1
"כל אזרח ואזרחית במדינת ישראל, זכאים לשירותי קבורה באזור מגוריהם ללא תשלום, כולל העברת הנפטר או הנפטרת לבית הלוויות באותו אזור. ",15.14,32,20,21,103,4.905,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,10,6,2,4,2,10,0,0,2,0,0,0,0,2,4,0,0,2,1
רבים אינם יודעים שמקום הפטירה משפיע על מקום הקבורה.,5.81,12,8,9,42,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,4,0,0,0,0,0,2,0,2,0,0,0,1,0
"החברה לענייני קבורה מחויבת לטפל בהבאת נפטר לקבורה ללא תשלום, בתנאי שעל פי מרשם האוכלוסין התגורר הנפטר בתחום הרשות המקומית שבה החברה פועלת או שהוא נפטר בתחומה.",20.89,43,26,27,130,4.815,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,4,12,12,0,4,0,10,0,0,2,0,0,6,2,6,0,0,0,1,1
"מי שנפטרו בבית חולים זכאים להיקבר באזור מגוריהם, כפי שרשום במרשם האוכלוסין.",8.69,19,11,12,62,5.167,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,6,2,0,4,0,6,0,0,2,0,2,4,0,0,0,0,0,2,1
"אם אין באזור המגורים בית עלמין שתואם את אמונת הנפטר והמשפחה, אפשר להיקבר ביישוב שבו נמצא בית החולים.",15.49,31,17,18,81,4.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,4,10,2,4,0,6,0,0,2,2,0,6,0,2,0,0,2,3,1
"מי שנפטר מחוץ לבית החולים, יכולה המשפחה לבחור להביא אותו לקבורה באזור מגוריו או באזור בו הוא נפטר.",14.5,30,17,18,79,4.389,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,10,6,0,4,0,4,0,0,2,2,2,2,2,2,0,0,2,6,1
"קיבוצים ומושבים אינם רשאים לגבות כל תשלום בשל קבורת הנפטר בתחומם, אלא אם כן החלקה נקנתה בחייו.",11.72,22,16,17,76,4.471,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,4,4,2,0,0,2,0,2,4,0,0,0,0,2,2,0,2,3,1
בחלק מהמועצות הדתיות יש מחלקות קבורה.,5.32,9,5,6,31,5.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
מחלקות אלה דואגות להיבטים המנהליים הקשורים בסידורי קבורת הנפטר.,6.92,15,8,9,54,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,6,0,4,0,4,0,0,0,0,0,2,2,0,0,0,0,1,1
"במועצות אלו חברה קדישא עדיין אחראית על קביעת מועד הלוויה, הקצאת חלקת קבר וטיפול בגופה עד הבאתה לקבורה ולפעמים אף על שירותים נוספים.",14.7,30,22,23,107,4.652,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,6,4,4,0,2,8,0,4,2,0,0,0,2,6,0,0,0,5,1
שריפה הינה תהליך בו מוכנסת הגופה לתנור ונשרפת בחום גבוה.,7.28,15,9,10,46,4.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,2,2,4,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0
התהליך האורך בין שעה וחצי לשעתיים.,4.55,8,5,6,28,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0
"התוצאה הסופית היא אפר, המועבר לכלי לאחסון זמני.",7.3,14,7,8,38,4.75,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
הכלי הזמני ובו האפר מועברים לרשות המשפחה אשר בוחרת מה ברצונה לעשות עימו.,10.79,21,12,13,59,4.538,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,4,8,2,2,0,2,0,0,2,0,2,0,0,4,0,0,0,2,0
עלות הקבורה תשולם על ידי הביטוח הלאומי ישירות לחברת הקבורה.,6.29,15,9,10,49,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,8,0,0,0,6,0,2,0,0,0,0,0,2,0,0,0,1,0
בחלק מהמועצות הדתיות יש מחלקות קבורה.,5.32,9,5,6,31,5.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
מחלקות אלה דואגות להיבטים המנהליים הקשורים בסידורי קבורת הנפטר.,6.92,15,8,9,54,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,6,0,4,0,4,0,0,0,0,0,2,2,0,0,0,0,1,1
"מעבר לשירותים שחברה קדישא מחויבת לתת, קיימים שירותים נוספים שהיא יכולה לגבות עבורם תשלום.",9.76,18,13,14,74,5.286,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,2,2,0,2,2,0,0,0,0,0,0,4,2,4,0,0,2,1,1
"בקשה לצו ירושה מוגשת, כאמור, אם אין צוואה ברורה.",5.91,13,8,9,37,4.111,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1
הצו הוא שקובע באופן חוקי מה יעשה עם נכסיו של הנפטר.,6.86,15,10,11,40,3.636,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,2,4,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,4,0
התהליך של קבלת הצו עלול לארוך כמה חודשים ולכן מומלץ להגיש את הבקשות מוקדם ככל האפשר.,10.5,20,15,16,68,4.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,6,2,0,0,2,0,0,4,2,0,2,0,0,2,0,6,2,1
"כאשר אדם נפטר יורשיו לא תמיד יודעים על כל הכספים, הביטוחים והחסכונות הפנסיוניים השייכים לו.",11.55,22,14,15,75,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,10,2,4,2,0,0,4,2,0,0,0,0,4,2,0,0,4,1
"כדי לממש את הירושה, לעיתים קרובות יש צורך לאתר את הנכסים של הנפטר.",8.72,17,12,13,52,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0,6,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,4,1
"אחרי פקיעת תוקף רישיון רכב של מי שנפטר, אפשר לחדש את הרישיון על שם קרובי הנפטר לשנה.",10.57,21,16,17,66,3.882,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,4,0,0,0,10,0,0,0,2,2,2,0,4,0,0,2,6,1
אפשר לרשום את הרכב על שם בן או בת הזוג או היורשים.,6.79,15,11,12,38,3.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,6,0,0,0,6,0,0,4,2,0,0,0,2,0,0,2,5,0
לא ניתן לבצע העברת בעלות לרכב שאגרת הרישוי שלו אינה בתוקף למעט רכבי אספנות.,9.09,19,13,14,61,4.357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,4,0,0,0,6,0,2,0,0,0,2,0,2,0,0,2,2,0
"החוק חל על ביצוע עסקאות, מתן או קבלת הלוואות, תרומות מתנות וכן על תשלום או קבלה של שכר עבודה.",11.97,22,18,19,72,3.789,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,2,2,0,0,8,0,2,4,0,0,0,0,4,0,0,0,5,1
הפרשי המס יכולים להיות גם לחובה וגם לזכות.,5.81,11,7,8,34,4.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,2,0,0,2,0,4,0,0,0,0,0,0,0,0,2,3,0
מדריך זה אינו נותן ייעוץ לגבי זכאות להחזר מס. ,4.68,9,8,9,36,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,1,0
"יחיד המבקש להגיש בקשה להחזר מס, יוודא את זכאותו להחזר המס לפני הגשת הדוח.",9.47,20,13,14,58,4.143,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,4,0,2,0,6,0,0,0,2,0,2,0,2,0,0,0,2,1
תיאום המס ימנע תשלום מס עודף במהלך שנת המס.,5.35,12,8,9,34,3.778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
שיעור המס הנקבע בתיאום המס אינו סופי.,5.8,11,6,7,30,4.286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0
"יש למלא את כל הפרטים ולצרף אישורים ומסמכים מאמתים, כמצוין בטופס.",8.54,19,10,11,52,4.727,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,6,4,4,0,0,0,0,0,2,0,0,0,0,2,0,2,3,0
"יש לציין בטופס מהו מקום העבודה העיקרי שלכם, בו ניתנות לכם נקודות הזיכוי ומדרגות המס.",11.04,25,14,15,68,4.533,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,2,8,2,0,0,6,0,0,0,0,2,0,0,6,0,0,2,2,0
המעסיק יכול לערוך לכם תיאום מס ובהתאם לכך לנכות את המס משכרכם.,9.05,18,11,12,50,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,6,4,2,0,0,2,0,0,0,2,0,0,2,2,0,0,2,3,1
הקלות במס יינתנו על ידי המעסיק העיקרי בלבד.,6.19,12,7,8,35,4.375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,8,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0
"לקבלת דברי הסבר והנחיות, ניתן להיעזר בהסברים והנחיות המופיעים ביישום.",9.9,20,9,10,58,5.8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,6,6,4,2,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0
"בחלק מהמקרים תתבקשו לצרף מסמכים, בהתאם לפירוט שיוצג לכם.",8.79,18,8,9,46,5.111,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,10,4,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
העלמת מס היא עבירה פלילית. ,2.88,4,4,5,21,4.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
תשלום מס אמת מהווה יעד מרכזי של המדינה ושל אזרחיה.,6.33,12,9,10,40,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
"ככל שיותר אנשים ידווחו על הכנסותיהם , יותר אנשים ישלמו מס אמת וכל אחד מאיתנו ישלם פחות.",10.55,20,16,16,69,4.312,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,2,0,2,0,0,2,0,2,2,0,0,2,0,4,4,0,0,2,1
